Mode,UACE Code,UZA Name,State, Population ,Density, Square Miles ,State NTD ID,Agency Name,Reporting Module
MB,23,Maine Non0UZA,Maine,995851,0,0,1R03,"Aroostook Regional Transportation Systems, Inc.",Rural
DR,23,Maine Non0UZA,Maine,995851,0,0,1R03,City of Bath,Rural
MB,23,Maine Non0UZA,Maine,995851,0,0,1R03,Town of Cranberry Isles,Rural
DR,23,Maine Non0UZA,Maine,995851,0,0,1R03,Kennebec Valley Community Action Program,Rural
MB,23,Maine Non0UZA,Maine,995851,0,0,1R03,Kennebec Valley Community Action Program,Rural
DR,23,Maine Non0UZA,Maine,995851,0,0,1R03,Isle au Haut Boat Services,Rural
DR,23,Maine Non0UZA,Maine,995851,0,0,1R03,Waldo Community Action Partners,Rural
DR,23,Maine Non0UZA,Maine,995851,0,0,1R03,Waldo Community Action Partners,Rural
DR,23,Maine Non0UZA,Maine,995851,0,0,1R03,"Downeast Transportation, Inc. ",Rural
DR,23,Maine Non0UZA,Maine,995851,0,0,1R03,"Downeast Transportation, Inc. ",Rural
DR,23,Maine Non0UZA,Maine,995851,0,0,1R03,"West's Transportation, Inc. ",Rural
MB,23,Maine Non0UZA,Maine,995851,0,0,1R03,"West's Transportation, Inc. ",Rural
MB,23,Maine Non0UZA,Maine,995851,0,0,,Houlton Band of Maliseet Indians,Tribe
DR,23,Maine Non0UZA,Maine,995851,0,0,,Aroostook Band of Micmacs,Tribe
MB,23,Maine Non0UZA,Maine,995851,0,0,1R03,"Downeast Community Partners, Inc.",Rural
DR,23,Maine Non0UZA,Maine,995851,0,0,1R03,Maine Department of Transportation,Rural
MB,24,Maryland Non0UZA,Maryland,1214444,0,0,,Maryland Transit Administration,Urban
DR,24,Maryland Non0UZA,Maryland,1214444,0,0,,Maryland Transit Administration,Urban
MB,24,Maryland Non0UZA,Maryland,1214444,0,0,,Maryland Transit Administration,Urban
MB,24,Maryland Non0UZA,Maryland,1214444,0,0,,Maryland Transit Administration,Urban
DR,24,Maryland Non0UZA,Maryland,1214444,0,0,,Maryland Transit Administration,Urban
DR,24,Maryland Non0UZA,Maryland,1214444,0,0,,Maryland Transit Administration,Urban
MB,24,Maryland Non0UZA,Maryland,1214444,0,0,,Maryland Transit Administration,Urban
DR,24,Maryland Non0UZA,Maryland,1214444,0,0,,Maryland Transit Administration,Urban
MB,24,Maryland Non0UZA,Maryland,1214444,0,0,3R03,Board of Commissioners of Allegany County Maryland,Rural
DR,24,Maryland Non0UZA,Maryland,1214444,0,0,3R03,Board of Commissioners of Allegany County Maryland,Rural
MB,24,Maryland Non0UZA,Maryland,1214444,0,0,,"Montgomery County, Maryland",Urban
DR,24,Maryland Non0UZA,Maryland,1214444,0,0,,"Montgomery County, Maryland",Urban
MB,24,Maryland Non0UZA,Maryland,1214444,0,0,,"Frederick County, Maryland",Urban
CB,24,Maryland Non0UZA,Maryland,1214444,0,0,,"Frederick County, Maryland",Urban
CB,24,Maryland Non0UZA,Maryland,1214444,0,0,,Harford County Maryland,Urban
CB,24,Maryland Non0UZA,Maryland,1214444,0,0,,Harford County Maryland,Urban
MB,24,Maryland Non0UZA,Maryland,1214444,0,0,,"Prince George's County, Maryland",Urban
FB,24,Maryland Non0UZA,Maryland,1214444,0,0,,"Prince George's County, Maryland",Urban
FB,24,Maryland Non0UZA,Maryland,1214444,0,0,,"County Commissioners of Charles County, MD",Urban
FB,24,Maryland Non0UZA,Maryland,1214444,0,0,,"County Commissioners of Charles County, MD",Urban
FB,24,Maryland Non0UZA,Maryland,1214444,0,0,,"The County Commissioners of Carroll County, Maryland",Urban
DR,24,Maryland Non0UZA,Maryland,1214444,0,0,,"The County Commissioners of Carroll County, Maryland",Urban
DR,24,Maryland Non0UZA,Maryland,1214444,0,0,,The Tri0County Council for the Lower Eastern Shore of Maryland,Urban
FB,24,Maryland Non0UZA,Maryland,1214444,0,0,,The Tri0County Council for the Lower Eastern Shore of Maryland,Urban
MB,24,Maryland Non0UZA,Maryland,1214444,0,0,,National Capital Region Transportation Planning Board,Urban
DR,24,Maryland Non0UZA,Maryland,1214444,0,0,,Cecil County Government ,Urban
MB,24,Maryland Non0UZA,Maryland,1214444,0,0,,Cecil County Government ,Urban
CB,24,Maryland Non0UZA,Maryland,1214444,0,0,,St. Mary's County Government ,Urban
DR,24,Maryland Non0UZA,Maryland,1214444,0,0,,St. Mary's County Government ,Urban
DR,24,Maryland Non0UZA,Maryland,1214444,0,0,3R03,"Garrett County Community Action Committee, Inc",Rural
MB,24,Maryland Non0UZA,Maryland,1214444,0,0,,Baltimore County Department of Public Works Transportation,Urban
MB,24,Maryland Non0UZA,Maryland,1214444,0,0,,Baltimore County Department of Public Works Transportation,Urban
MB,24,Maryland Non0UZA,Maryland,1214444,0,0,,"Board of County Commissioners of Calvert County, Maryland",Urban
DR,24,Maryland Non0UZA,Maryland,1214444,0,0,,"Board of County Commissioners of Calvert County, Maryland",Urban
DR,24,Maryland Non0UZA,Maryland,1214444,0,0,3R03,Mayor and City Council Town of Ocean City,Rural
MB,24,Maryland Non0UZA,Maryland,1214444,0,0,3R03,Mayor and City Council Town of Ocean City,Rural
MB,24,Maryland Non0UZA,Maryland,1214444,0,0,3R03,Dorchester County Council,Rural
MB,24,Maryland Non0UZA,Maryland,1214444,0,0,3R03,Dorchester County Council,Rural
MB,24,Maryland Non0UZA,Maryland,1214444,0,0,3R03,"The County Commissioners of Caroline County, Maryland",Rural
DR,24,Maryland Non0UZA,Maryland,1214444,0,0,3R03,"The County Commissioners of Caroline County, Maryland",Rural
MB,24,Maryland Non0UZA,Maryland,1214444,0,0,,Queen Anne's County,Urban
MB,24,Maryland Non0UZA,Maryland,1214444,0,0,,Queen Anne's County,Urban
DR,24,Maryland Non0UZA,Maryland,1214444,0,0,,"Transit Management of Central Maryland, Inc.",Urban
MB,24,Maryland Non0UZA,Maryland,1214444,0,0,,"Transit Management of Central Maryland, Inc.",Urban
MB,24,Maryland Non0UZA,Maryland,1214444,0,0,,"Transit Management of Central Maryland, Inc.",Urban
MB,25,Massachusetts Non0UZA,Massachusetts,774241,0,0,,Massachusetts Bay Transportation Authority,Urban
DR,25,Massachusetts Non0UZA,Massachusetts,774241,0,0,,Massachusetts Bay Transportation Authority,Urban
DR,25,Massachusetts Non0UZA,Massachusetts,774241,0,0,,Massachusetts Bay Transportation Authority,Urban
MB,25,Massachusetts Non0UZA,Massachusetts,774241,0,0,,Massachusetts Bay Transportation Authority,Urban
DR,25,Massachusetts Non0UZA,Massachusetts,774241,0,0,,Massachusetts Bay Transportation Authority,Urban
MB,25,Massachusetts Non0UZA,Massachusetts,774241,0,0,,Massachusetts Bay Transportation Authority,Urban
MB,25,Massachusetts Non0UZA,Massachusetts,774241,0,0,,Massachusetts Bay Transportation Authority,Urban
DR,25,Massachusetts Non0UZA,Massachusetts,774241,0,0,,Massachusetts Bay Transportation Authority,Urban
MB,25,Massachusetts Non0UZA,Massachusetts,774241,0,0,,Lowell Regional Transit Authority,Urban
MB,25,Massachusetts Non0UZA,Massachusetts,774241,0,0,,Lowell Regional Transit Authority,Urban
DR,25,Massachusetts Non0UZA,Massachusetts,774241,0,0,,Southeastern Regional Transit Authority,Urban
MB,25,Massachusetts Non0UZA,Massachusetts,774241,0,0,,Southeastern Regional Transit Authority,Urban
MB,25,Massachusetts Non0UZA,Massachusetts,774241,0,0,,Berkshire Regional Transit Authority,Urban
MB,25,Massachusetts Non0UZA,Massachusetts,774241,0,0,,Berkshire Regional Transit Authority,Urban
MB,25,Massachusetts Non0UZA,Massachusetts,774241,0,0,,Pioneer Valley Transit Authority,Urban
DR,25,Massachusetts Non0UZA,Massachusetts,774241,0,0,,Pioneer Valley Transit Authority,Urban
MB,25,Massachusetts Non0UZA,Massachusetts,774241,0,0,,Worcester Regional Transit Authority,Urban
DR,25,Massachusetts Non0UZA,Massachusetts,774241,0,0,,Worcester Regional Transit Authority,Urban
MB,25,Massachusetts Non0UZA,Massachusetts,774241,0,0,,Worcester Regional Transit Authority,Urban
DR,25,Massachusetts Non0UZA,Massachusetts,774241,0,0,,Worcester Regional Transit Authority,Urban
MB,25,Massachusetts Non0UZA,Massachusetts,774241,0,0,,Cape Ann Transportation Authority,Urban
MB,25,Massachusetts Non0UZA,Massachusetts,774241,0,0,,Cape Ann Transportation Authority,Urban
MB,25,Massachusetts Non0UZA,Massachusetts,774241,0,0,,Montachusett Regional Transit Authority,Urban
CB,25,Massachusetts Non0UZA,Massachusetts,774241,0,0,,Montachusett Regional Transit Authority,Urban
MB,25,Massachusetts Non0UZA,Massachusetts,774241,0,0,,Montachusett Regional Transit Authority,Urban
MB,25,Massachusetts Non0UZA,Massachusetts,774241,0,0,,Greater Attleboro0Taunton Regional Transit Authority,Urban
MB,25,Massachusetts Non0UZA,Massachusetts,774241,0,0,,Greater Attleboro0Taunton Regional Transit Authority,Urban
MB,25,Massachusetts Non0UZA,Massachusetts,774241,0,0,,Cape Cod Regional Transit Authority,Urban
DR,25,Massachusetts Non0UZA,Massachusetts,774241,0,0,,Cape Cod Regional Transit Authority,Urban
MB,25,Massachusetts Non0UZA,Massachusetts,774241,0,0,,Cape Cod Regional Transit Authority,Urban
DR,25,Massachusetts Non0UZA,Massachusetts,774241,0,0,,"Jalbert Leasing, Inc. ",Urban
MB,25,Massachusetts Non0UZA,Massachusetts,774241,0,0,1R02,Martha's Vineyard Transit Authority,Rural
MB,25,Massachusetts Non0UZA,Massachusetts,774241,0,0,1R02,Martha's Vineyard Transit Authority,Rural
CB,25,Massachusetts Non0UZA,Massachusetts,774241,0,0,1R02,Nantucket Regional Transit Authority,Rural
DR,25,Massachusetts Non0UZA,Massachusetts,774241,0,0,1R02,Nantucket Regional Transit Authority,Rural
MB,25,Massachusetts Non0UZA,Massachusetts,774241,0,0,1R02,Franklin Regional Transit Authority,Rural
MB,25,Massachusetts Non0UZA,Massachusetts,774241,0,0,1R02,Franklin Regional Transit Authority,Rural
CB,25,Massachusetts Non0UZA,Massachusetts,774241,0,0,1R02,Franklin Regional Transit Authority,Rural
MB,25,Massachusetts Non0UZA,Massachusetts,774241,0,0,,"Woods Hole, Martha's Vineyard and Nantucket Steamship Authority",Urban
MB,25,Massachusetts Non0UZA,Massachusetts,774241,0,0,,"Woods Hole, Martha's Vineyard and Nantucket Steamship Authority",Urban
FB,25,Massachusetts Non0UZA,Massachusetts,774241,0,0,,The Mashpee Wampanoag Tribe,Tribe
MB,25,Massachusetts Non0UZA,Massachusetts,774241,0,0,,Peter Pan Bus Lines,Urban
MB,25,Massachusetts Non0UZA,Massachusetts,774241,0,0,,"Hyannis Harbor Tours, Inc. ",Urban
DR,26,Michigan Non0UZA,Michigan,3418966,0,0,,Bay Mills Indian Community,Tribe
DR,26,Michigan Non0UZA,Michigan,3418966,0,0,,Bay Metropolitan Transit Authority,Urban
MB,26,Michigan Non0UZA,Michigan,3418966,0,0,,Bay Metropolitan Transit Authority,Urban
MB,26,Michigan Non0UZA,Michigan,3418966,0,0,,City of Battle Creek,Urban
DR,26,Michigan Non0UZA,Michigan,3418966,0,0,,City of Battle Creek,Urban
MB,26,Michigan Non0UZA,Michigan,3418966,0,0,,Suburban Mobility Authority for Regional Transportation,Urban
DR,26,Michigan Non0UZA,Michigan,3418966,0,0,,Suburban Mobility Authority for Regional Transportation,Urban
VP,26,Michigan Non0UZA,Michigan,3418966,0,0,,Suburban Mobility Authority for Regional Transportation,Urban
DR,26,Michigan Non0UZA,Michigan,3418966,0,0,,Mass Transportation Authority ,Urban
MB,26,Michigan Non0UZA,Michigan,3418966,0,0,,Mass Transportation Authority ,Urban
RB,26,Michigan Non0UZA,Michigan,3418966,0,0,,Mass Transportation Authority ,Urban
VP,26,Michigan Non0UZA,Michigan,3418966,0,0,,Interurban Transit Partnership,Urban
DR,26,Michigan Non0UZA,Michigan,3418966,0,0,,Interurban Transit Partnership,Urban
MB,26,Michigan Non0UZA,Michigan,3418966,0,0,,Interurban Transit Partnership,Urban
RB,26,Michigan Non0UZA,Michigan,3418966,0,0,,Interurban Transit Partnership,Urban
MB,26,Michigan Non0UZA,Michigan,3418966,0,0,,City of Jackson Transportation Authority,Urban
DR,26,Michigan Non0UZA,Michigan,3418966,0,0,,City of Jackson Transportation Authority,Urban
RB,26,Michigan Non0UZA,Michigan,3418966,0,0,,Central County Transportation Authority,Urban
VP,26,Michigan Non0UZA,Michigan,3418966,0,0,,Central County Transportation Authority,Urban
VP,26,Michigan Non0UZA,Michigan,3418966,0,0,,Capital Area Transportation Authority,Urban
DR,26,Michigan Non0UZA,Michigan,3418966,0,0,,Capital Area Transportation Authority,Urban
MB,26,Michigan Non0UZA,Michigan,3418966,0,0,,Capital Area Transportation Authority,Urban
RB,26,Michigan Non0UZA,Michigan,3418966,0,0,,County of Muskegon,Urban
VP,26,Michigan Non0UZA,Michigan,3418966,0,0,,County of Muskegon,Urban
DR,26,Michigan Non0UZA,Michigan,3418966,0,0,,County of Muskegon,Urban
MB,26,Michigan Non0UZA,Michigan,3418966,0,0,,City of Niles ,Urban
RB,26,Michigan Non0UZA,Michigan,3418966,0,0,,City of Niles ,Urban
VP,26,Michigan Non0UZA,Michigan,3418966,0,0,,Saginaw Transit Authority Regional Service,Urban
DR,26,Michigan Non0UZA,Michigan,3418966,0,0,,Saginaw Transit Authority Regional Service,Urban
MB,26,Michigan Non0UZA,Michigan,3418966,0,0,,Ann Arbor Area Transportation Authority,Urban
RB,26,Michigan Non0UZA,Michigan,3418966,0,0,,Ann Arbor Area Transportation Authority,Urban
MB,26,Michigan Non0UZA,Michigan,3418966,0,0,,Ann Arbor Area Transportation Authority,Urban
DR,26,Michigan Non0UZA,Michigan,3418966,0,0,,Ann Arbor Area Transportation Authority,Urban
MB,26,Michigan Non0UZA,Michigan,3418966,0,0,,Blue Water Area Transportation Commission,Urban
DR,26,Michigan Non0UZA,Michigan,3418966,0,0,,Blue Water Area Transportation Commission,Urban
MB,26,Michigan Non0UZA,Michigan,3418966,0,0,,Blue Water Area Transportation Commission,Urban
DR,26,Michigan Non0UZA,Michigan,3418966,0,0,,Blue Water Area Transportation Commission,Urban
MB,26,Michigan Non0UZA,Michigan,3418966,0,0,,Livingston County Board of Commissioners,Urban
DR,26,Michigan Non0UZA,Michigan,3418966,0,0,,Michigan Department of Transportation,Urban
MB,26,Michigan Non0UZA,Michigan,3418966,0,0,,Harbor Transit Multi0Modal Transportation System,Urban
DR,26,Michigan Non0UZA,Michigan,3418966,0,0,,Harbor Transit Multi0Modal Transportation System,Urban
MB,26,Michigan Non0UZA,Michigan,3418966,0,0,,Midland County Board of Commissioners,Urban
DR,26,Michigan Non0UZA,Michigan,3418966,0,0,5R03,Iosco Transit Corporation,Rural
MB,26,Michigan Non0UZA,Michigan,3418966,0,0,5R03,Caro Transit Authority,Rural
MB,26,Michigan Non0UZA,Michigan,3418966,0,0,5R03,Arenac Public Transit Authority,Rural
DR,26,Michigan Non0UZA,Michigan,3418966,0,0,5R03,Shiawassee Area Transportation Agency,Rural
MB,26,Michigan Non0UZA,Michigan,3418966,0,0,5R03,Thunderbay Transportation Authority,Rural
IP,26,Michigan Non0UZA,Michigan,3418966,0,0,5R03,Schoolcraft Transit Authority,Rural
DR,26,Michigan Non0UZA,Michigan,3418966,0,0,5R03,Eastern Upper Peninsula Transportation Authority,Rural
MB,26,Michigan Non0UZA,Michigan,3418966,0,0,5R03,Eastern Upper Peninsula Transportation Authority,Rural
DR,26,Michigan Non0UZA,Michigan,3418966,0,0,5R03,Eastern Upper Peninsula Transportation Authority,Rural
IP,26,Michigan Non0UZA,Michigan,3418966,0,0,5R03,Roscommon County Transportation Authority,Rural
MB,26,Michigan Non0UZA,Michigan,3418966,0,0,5R03,Isabella County Transportation Commission,Rural
DR,26,Michigan Non0UZA,Michigan,3418966,0,0,5R03,Isabella County Transportation Commission,Rural
MB,26,Michigan Non0UZA,Michigan,3418966,0,0,5R03,Eaton County Transportation Authority,Rural
DR,26,Michigan Non0UZA,Michigan,3418966,0,0,5R03,"Marshall, City of",Rural
MB,26,Michigan Non0UZA,Michigan,3418966,0,0,5R03,City of Hillsdale,Rural
DR,26,Michigan Non0UZA,Michigan,3418966,0,0,5R03,Kalkaska Public Transit Authority,Rural
CR,26,Michigan Non0UZA,Michigan,3418966,0,0,5R03,Kalkaska Public Transit Authority,Rural
DR,26,Michigan Non0UZA,Michigan,3418966,0,0,5R03,Cheboygan County Board of Commissioners,Rural
HR,26,Michigan Non0UZA,Michigan,3418966,0,0,5R03,Cass County Transportation Authority,Rural
MB,26,Michigan Non0UZA,Michigan,3418966,0,0,5R03,Charlevoix County Board of Commissioners,Rural
MB,26,Michigan Non0UZA,Michigan,3418966,0,0,5R03,Clinton Area Transit System,Rural
SR,26,Michigan Non0UZA,Michigan,3418966,0,0,5R03,Greater Lapeer Transportation Authority,Rural
TB,26,Michigan Non0UZA,Michigan,3418966,0,0,5R03,Branch Area Transit Authority,Rural
MB,26,Michigan Non0UZA,Michigan,3418966,0,0,5R03,Branch Area Transit Authority,Rural
CR,26,Michigan Non0UZA,Michigan,3418966,0,0,5R03,Otsego County Board of Commissioners,Rural
HR,26,Michigan Non0UZA,Michigan,3418966,0,0,5R03,Ogemaw County Board of Commissioners,Rural
SR,26,Michigan Non0UZA,Michigan,3418966,0,0,5R03,Sanilac County Board of Commissioners,Rural
DR,26,Michigan Non0UZA,Michigan,3418966,0,0,5R03,Barry County Board of Commissioners,Rural
TB,26,Michigan Non0UZA,Michigan,3418966,0,0,5R03,Delta Area Transit Authority,Rural
MB,26,Michigan Non0UZA,Michigan,3418966,0,0,5R03,Manistee County Board of Commissioners,Rural
CR,26,Michigan Non0UZA,Michigan,3418966,0,0,5R03,Huron County Board of Commissioners,Rural
DR,26,Michigan Non0UZA,Michigan,3418966,0,0,5R03,Ontonagon County Board of Commissioners,Rural
HR,26,Michigan Non0UZA,Michigan,3418966,0,0,5R03,Cadillac/Wexford Transit Authority,Rural
MB,26,Michigan Non0UZA,Michigan,3418966,0,0,5R03,Van Buren County Board of Commissioners,Rural
MB,26,Michigan Non0UZA,Michigan,3418966,0,0,5R03,Van Buren County Board of Commissioners,Rural
SR,26,Michigan Non0UZA,Michigan,3418966,0,0,5R03,City of Houghton,Rural
TB,26,Michigan Non0UZA,Michigan,3418966,0,0,5R03,City of Houghton,Rural
MB,26,Michigan Non0UZA,Michigan,3418966,0,0,5R03,Gladwin County Board of Commissioners,Rural
LR,26,Michigan Non0UZA,Michigan,3418966,0,0,5R03,City of Belding,Rural
DR,26,Michigan Non0UZA,Michigan,3418966,0,0,5R03,City of Greenville,Rural
IP,26,Michigan Non0UZA,Michigan,3418966,0,0,5R03,"Hancock, City of ",Rural
DR,26,Michigan Non0UZA,Michigan,3418966,0,0,,Bay Area Transportation Authority,Urban
MB,26,Michigan Non0UZA,Michigan,3418966,0,0,,Bay Area Transportation Authority,Urban
MB,26,Michigan Non0UZA,Michigan,3418966,0,0,5R03,Mecosta Osceola Transit Authority,Rural
DR,26,Michigan Non0UZA,Michigan,3418966,0,0,5R03,Marquette County Transit Authority,Rural
MB,26,Michigan Non0UZA,Michigan,3418966,0,0,5R03,Marquette County Transit Authority,Rural
DR,26,Michigan Non0UZA,Michigan,3418966,0,0,5R03,St. Joseph County Transportation Authority,Rural
MB,26,Michigan Non0UZA,Michigan,3418966,0,0,5R03,St. Joseph County Transportation Authority,Rural
DR,26,Michigan Non0UZA,Michigan,3418966,0,0,5R03,City of Big Rapids,Rural
MB,26,Michigan Non0UZA,Michigan,3418966,0,0,5R03,City of Big Rapids,Rural
DR,26,Michigan Non0UZA,Michigan,3418966,0,0,5R03,Antrim County Board of Commissioners,Rural
MB,26,Michigan Non0UZA,Michigan,3418966,0,0,5R03,Clare County Transit Corporation,Rural
DR,26,Michigan Non0UZA,Michigan,3418966,0,0,5R03,Gogebic County Transit,Rural
DR,26,Michigan Non0UZA,Michigan,3418966,0,0,5R03,County of Allegan,Rural
HR,26,Michigan Non0UZA,Michigan,3418966,0,0,5R03,Benzie Transportation Authority,Rural
MB,26,Michigan Non0UZA,Michigan,3418966,0,0,5R03,Ludington Mass Transportation Authority,Rural
DR,26,Michigan Non0UZA,Michigan,3418966,0,0,5R03,Berrien County Board of Commissioners,Rural
HR,26,Michigan Non0UZA,Michigan,3418966,0,0,5R03,Lenawee Public Transportation Authority ,Rural
MB,26,Michigan Non0UZA,Michigan,3418966,0,0,5R03,Yates Township ,Rural
HR,26,Michigan Non0UZA,Michigan,3418966,0,0,5R03,Yates Township ,Rural
MB,26,Michigan Non0UZA,Michigan,3418966,0,0,5R03,City of Sault Sainte Marie,Rural
DR,26,Michigan Non0UZA,Michigan,3418966,0,0,5R03,City of Sault Sainte Marie,Rural
MB,26,Michigan Non0UZA,Michigan,3418966,0,0,5R03,City of Alma ,Rural
DR,26,Michigan Non0UZA,Michigan,3418966,0,0,5R03,City of Dowagiac,Rural
HR,26,Michigan Non0UZA,Michigan,3418966,0,0,5R03,Interurban Transit Authority,Rural
CR,26,Michigan Non0UZA,Michigan,3418966,0,0,5R03,Crawford County Transportation Authority,Rural
LR,26,Michigan Non0UZA,Michigan,3418966,0,0,5R03,ALTRAN Transit Authority,Rural
DR,26,Michigan Non0UZA,Michigan,3418966,0,0,5R03,City of Ionia,Rural
CB,26,Michigan Non0UZA,Michigan,3418966,0,0,,Lake Erie Transportation Commission,Urban
DR,26,Michigan Non0UZA,Michigan,3418966,0,0,,Lake Erie Transportation Commission,Urban
CB,26,Michigan Non0UZA,Michigan,3418966,0,0,,Sault Ste. Marie Tribe of Chippewa Indians,Tribe
CR,26,Michigan Non0UZA,Michigan,3418966,0,0,5R03,Peoples Express,Rural
DR,26,Michigan Non0UZA,Michigan,3418966,0,0,5R03,Western0Washtenaw Area Value Express,Rural
DR,26,Michigan Non0UZA,Michigan,3418966,0,0,5R03,Western0Washtenaw Area Value Express,Rural
DR,26,Michigan Non0UZA,Michigan,3418966,0,0,,Pioneer Resources,Urban
HR,26,Michigan Non0UZA,Michigan,3418966,0,0,5R03,Key Opportunities,Rural
LR,27,Minnesota Non0UZA,Minnesota,2336986,0,0,,St. Cloud Metropolitan Transit Commission,Urban
MB,27,Minnesota Non0UZA,Minnesota,2336986,0,0,,St. Cloud Metropolitan Transit Commission,Urban
CB,27,Minnesota Non0UZA,Minnesota,2336986,0,0,,St. Cloud Metropolitan Transit Commission,Urban
CR,27,Minnesota Non0UZA,Minnesota,2336986,0,0,,"City of Rochester, Minnesota",Urban
DR,27,Minnesota Non0UZA,Minnesota,2336986,0,0,,"City of Rochester, Minnesota",Urban
DR,27,Minnesota Non0UZA,Minnesota,2336986,0,0,,"City of Rochester, Minnesota",Urban
DR,27,Minnesota Non0UZA,Minnesota,2336986,0,0,,Metropolitan Council,Urban
HR,27,Minnesota Non0UZA,Minnesota,2336986,0,0,,Metropolitan Council,Urban
LR,27,Minnesota Non0UZA,Minnesota,2336986,0,0,,Metropolitan Council,Urban
MB,27,Minnesota Non0UZA,Minnesota,2336986,0,0,,City of Mankato ,Urban
CB,27,Minnesota Non0UZA,Minnesota,2336986,0,0,,City of Mankato ,Urban
CR,27,Minnesota Non0UZA,Minnesota,2336986,0,0,5R04,Rainbow Rider Transit Board,Rural
DR,27,Minnesota Non0UZA,Minnesota,2336986,0,0,5R04,"Morris, City of",Rural
DR,27,Minnesota Non0UZA,Minnesota,2336986,0,0,5R04,Kanabec County,Rural
DR,27,Minnesota Non0UZA,Minnesota,2336986,0,0,5R04,Volunteer Interfaith Network Effort,Rural
HR,27,Minnesota Non0UZA,Minnesota,2336986,0,0,5R04,"Brainerd, City of",Rural
LR,27,Minnesota Non0UZA,Minnesota,2336986,0,0,5R04,"Hibbing, City of",Rural
MB,27,Minnesota Non0UZA,Minnesota,2336986,0,0,5R04,"Hibbing, City of",Rural
CB,27,Minnesota Non0UZA,Minnesota,2336986,0,0,5R04,"Prairie Five CAC, Inc.",Rural
CR,27,Minnesota Non0UZA,Minnesota,2336986,0,0,5R04,"Winona, City of",Rural
DR,27,Minnesota Non0UZA,Minnesota,2336986,0,0,5R04,"Winona, City of",Rural
DR,27,Minnesota Non0UZA,Minnesota,2336986,0,0,5R04,"Tri0Valley Opportunity Council, Inc.",Rural
DR,27,Minnesota Non0UZA,Minnesota,2336986,0,0,5R04,"Tri0Valley Opportunity Council, Inc.",Rural
HR,27,Minnesota Non0UZA,Minnesota,2336986,0,0,5R04,Becker County,Rural
LR,27,Minnesota Non0UZA,Minnesota,2336986,0,0,5R04,Brown County ,Rural
MB,27,Minnesota Non0UZA,Minnesota,2336986,0,0,5R04,Brown County ,Rural
CB,27,Minnesota Non0UZA,Minnesota,2336986,0,0,5R04,Trailblazer Joint Powers Board,Rural
CR,27,Minnesota Non0UZA,Minnesota,2336986,0,0,5R04,Hubbard County,Rural
DR,27,Minnesota Non0UZA,Minnesota,2336986,0,0,5R04,Hubbard County,Rural
